fact_id,source,gender,age,grade_letter,raisedhands,visited_resources,announcements_view,discussion,absence_days,stage,topic,gpa,absences,study_time,parental_education,parental_support,tutoring,g1,g2,g3,failures,medu,fedu,math_score,science_score,english_score,avg_score,lunch,test_prep,exam_score,attendance,hours_studied,motivation_level,internet_access,tutoring_sessions,parental_involvement,family_income,previous_scores,sleep_hours
6917,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,95,16,low,yes,2,medium,low,83,6
6918,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,82,19,medium,yes,1,medium,medium,94,7
6919,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,86,15,medium,yes,0,medium,medium,90,6
6920,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,82,18,medium,yes,3,medium,low,88,7
6921,StudentFactors,female,16,D,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,59,62,9,low,yes,0,low,medium,58,5
6922,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,90,21,medium,yes,1,low,low,60,8
6923,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,80,20,low,yes,0,low,medium,77,6
6924,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,86,15,medium,yes,1,medium,low,79,7
6925,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,80,24,medium,yes,0,medium,low,97,7
6926,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,80,26,high,yes,1,high,medium,73,8
6927,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,61,67,10,medium,no,3,medium,medium,65,4
6928,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,62,71,15,medium,yes,0,high,low,60,8
6929,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,61,66,15,medium,yes,2,low,medium,53,7
6930,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,68,14,high,yes,1,medium,medium,53,8
6931,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,99,25,low,yes,2,medium,low,79,5
6932,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,66,19,medium,yes,1,high,medium,59,8
6933,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,71,18,medium,yes,1,high,low,93,9
6934,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,84,8,medium,yes,1,high,high,80,7
6935,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,84,24,high,yes,2,low,low,93,6
6936,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,66,13,medium,yes,3,high,medium,71,6
6937,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,92,20,high,yes,0,medium,medium,80,8
6938,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,91,22,low,yes,2,high,medium,76,8
6939,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,69,28,low,yes,0,medium,high,99,8
6940,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,72,12,medium,yes,0,medium,high,90,7
6941,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,98,2,high,yes,2,low,low,80,7
6942,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,93,21,medium,yes,3,medium,high,80,7
6943,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,88,31,medium,yes,2,medium,low,62,6
6944,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,63,27,medium,yes,3,low,low,87,8
6945,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,77,21,high,yes,3,low,medium,99,7
6946,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,82,17,low,yes,3,high,high,56,9
6947,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,67,25,medium,yes,1,medium,medium,82,9
6948,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,78,14,medium,yes,0,high,high,76,7
6949,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,72,84,23,medium,yes,1,high,high,93,8
6950,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,73,23,medium,yes,1,high,medium,50,6
6951,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,72,91,26,low,yes,3,high,medium,57,7
6952,StudentFactors,male,16,B,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,76,94,37,high,yes,1,high,low,52,8
6953,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,73,22,medium,yes,4,medium,low,58,5
6954,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,94,17,medium,yes,1,low,medium,85,8
6955,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,64,20,medium,yes,3,medium,low,57,6
6956,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,94,9,low,yes,0,medium,low,81,6
6957,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,66,16,medium,yes,7,low,low,93,6
6958,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,63,18,medium,yes,2,medium,high,52,7
6959,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,86,17,medium,yes,2,medium,low,51,5
6960,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,79,21,medium,yes,2,high,low,99,8
6961,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,72,96,15,high,yes,3,medium,medium,84,7
6962,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,75,27,medium,yes,3,medium,high,57,10
6963,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,71,20,medium,no,2,medium,medium,65,7
6964,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,low,yes,0,medium,low,99,8
6965,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,78,18,low,yes,1,high,low,61,6
6966,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,74,21,medium,yes,1,low,medium,88,5
6967,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,88,25,low,yes,2,medium,low,62,8
6968,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,90,15,medium,yes,0,medium,medium,70,5
6969,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,94,16,high,yes,2,medium,low,94,8
6970,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,99,18,medium,yes,1,medium,medium,51,10
6971,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,62,71,12,medium,yes,1,medium,medium,65,8
6972,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,89,15,low,yes,2,medium,medium,74,8
6973,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,76,17,low,yes,4,medium,high,81,7
6974,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,87,25,low,yes,3,high,medium,51,6
6975,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,79,22,medium,yes,2,medium,low,71,7
6976,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,100,21,medium,yes,0,medium,high,67,6
6977,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,89,25,low,yes,2,medium,medium,51,5
6978,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,98,19,medium,yes,1,low,low,68,7
6979,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,93,22,medium,yes,2,high,medium,97,9
6980,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,96,19,medium,yes,1,medium,medium,64,5
6981,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,73,93,22,medium,yes,2,high,medium,79,9
6982,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,78,17,low,yes,1,medium,medium,65,9
6983,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,62,70,5,medium,yes,3,high,low,55,8
6984,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,75,19,medium,yes,2,medium,high,64,8
6985,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,61,29,high,yes,1,low,medium,74,7
6986,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,81,26,low,yes,1,low,medium,65,7
6987,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,80,26,medium,yes,0,medium,medium,81,6
6988,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,81,27,low,yes,1,medium,medium,97,7
6989,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,99,21,medium,yes,0,medium,medium,53,7
6990,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,96,21,low,yes,1,high,low,86,10
6991,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,62,66,16,low,yes,1,medium,medium,50,8
6992,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,75,18,medium,yes,4,medium,low,50,7
6993,StudentFactors,male,16,B,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,84,77,24,medium,yes,3,high,medium,57,7
6994,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,74,27,medium,yes,2,medium,medium,74,6
6995,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,92,19,medium,yes,3,high,high,52,6
6996,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,81,17,medium,yes,1,medium,medium,86,8
6997,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,83,20,medium,yes,2,medium,low,51,6
6998,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,94,24,low,yes,1,low,low,75,6
6999,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,92,11,medium,yes,2,high,low,84,6
7000,StudentFactors,male,16,D,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,59,65,6,medium,no,3,high,low,62,6
7001,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,89,17,medium,no,0,high,medium,79,9
7002,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,77,13,low,yes,0,medium,high,63,7
7003,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,72,17,low,yes,1,high,medium,61,7
7004,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,62,19,low,yes,1,medium,low,91,7
7005,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,79,17,low,yes,1,medium,low,67,7
7006,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,72,74,29,high,yes,3,high,low,91,6
7007,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,70,22,high,yes,1,low,low,61,5
7008,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,88,22,medium,no,2,medium,medium,68,9
7009,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,91,24,low,yes,0,medium,medium,55,8
7010,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,70,13,high,yes,1,high,high,75,8
7011,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,62,26,medium,yes,2,medium,medium,69,8
7012,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,94,20,low,yes,1,medium,low,50,10
7013,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,60,24,medium,yes,1,high,low,73,6
7014,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,97,14,medium,yes,3,medium,medium,54,5
7015,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,85,11,low,yes,2,medium,medium,92,8
7016,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,73,25,low,yes,0,medium,medium,75,5
7017,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,70,22,medium,yes,0,high,high,85,7
7018,StudentFactors,male,16,D,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,59,60,15,low,yes,0,low,low,91,7
7019,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,60,69,15,low,no,0,medium,high,53,8
7020,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,66,27,low,yes,1,low,high,67,6
7021,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,84,13,high,yes,0,medium,low,51,9
7022,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,67,30,medium,yes,1,medium,low,52,6
7023,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,81,15,medium,yes,0,medium,medium,52,8
7024,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,84,24,medium,yes,2,medium,medium,74,6
7025,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,72,18,medium,yes,0,high,medium,73,8
7026,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,61,24,medium,yes,1,high,low,53,5
7027,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,62,61,17,low,yes,1,high,medium,63,7
7028,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,60,61,19,medium,yes,2,medium,medium,62,9
7029,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,90,20,low,no,4,low,low,65,7
7030,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,73,14,medium,yes,1,medium,medium,82,9
7031,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,73,92,24,high,yes,0,high,medium,85,7
7032,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,64,77,17,low,yes,1,medium,low,67,6
7033,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,78,19,medium,yes,2,high,medium,89,7
7034,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,63,81,14,low,yes,1,low,low,71,8
7035,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,89,5,high,yes,2,medium,medium,76,4
7036,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,71,19,medium,yes,2,medium,medium,57,8
7037,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,65,34,high,yes,0,medium,medium,62,6
7038,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,82,25,medium,no,0,medium,low,86,5
7039,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,73,20,low,yes,1,medium,medium,99,8
7040,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,78,18,high,yes,1,medium,low,85,9
7041,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,65,86,20,medium,yes,1,medium,low,53,7
7042,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,80,23,medium,yes,1,low,low,57,5
7043,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,85,13,medium,yes,2,high,low,72,6
7044,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,69,82,27,low,no,2,medium,low,87,6
7045,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,90,24,medium,yes,2,medium,low,58,7
7046,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,71,88,24,medium,yes,2,medium,medium,88,7
7047,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,70,81,23,high,yes,4,high,low,78,8
7048,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,87,20,low,yes,2,medium,medium,89,8
7049,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,73,95,24,medium,yes,2,high,low,78,8
7050,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,68,77,24,high,yes,1,medium,low,80,8
7051,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,77,18,low,yes,2,medium,high,62,7
7052,StudentFactors,female,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,91,17,low,yes,1,medium,medium,86,10
7053,StudentFactors,male,16,C,50,65,39,39,under-7,middleschool,it,1.89,15,9.71,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,66,83,21,low,yes,2,medium,medium,92,8
